subset,pmcid,pmid,doi,pubdate,section,paragraph_number,software_mention,version,curation_label,mapped_to_software,text
comm,6948215,31562744.0,10.1093/aob/mcz145,2020,Phylogenetic analyses,8,SequenceMatrix,1.7.8,software,SequenceMatrix,The three markers were concatenated into a single alignment using SequenceMatrix 1.7.8 (Vaidya )
comm,4551086,25538110.0,10.1093/aob/mcu237,2015,Sequence alignment and phylogenetic analysis.,16,SequenceMatrix,1.7.8,software,SequenceMatrix,"Arachis intron sequences were aligned using Muscle (Edgar, 2004), and concatenated in SequenceMatrix 1.7.8 (Vaidya )"
comm,6963576,31766670.0,10.3390/antibiotics8040231,2019,4.2. Phylogenetic Analysis on the FYFP 3052 within Diaporthe Genus,20,SequenceMatrix,,software,SequenceMatrix,The five gene regions alignment was concatenated with SequenceMatrix [41]
comm,4501515,25979965.0,10.1093/aobpla/plv051,2015,Molecular methods,16,Sequence Matrix,1.7.8,not_curated,SequenceMatrix,Chloroplast DNA regions were concatenated using Sequence Matrix 1.7.8 (Vaidya )
comm,6580989,31236313.0,10.1002/aps3.11254,2019,Detection and filtering of potential paralogs,13,SequenceMatrix,,software,SequenceMatrix,"We concatenated these 264 genes into a 319,788‐bp matrix using SequenceMatrix v"
comm,5304391,28193262.0,10.1186/s12915-017-0353-y,2017,Sequence searches and alignments,38,SequenceMatrix,,software,SequenceMatrix,Two multi-locus datasets were created by concatenating the relevant individual alignments using SequenceMatrix v1.8 [64]
comm,3538695,23190419.0,10.1186/1472-6785-12-25,2012,Sequence data analysis,11,SequenceMatrix,1.5 alpha9,software,SequenceMatrix,"The total alignments for rbcL, matK and ITS2 alignments were concatenated into a profiled alignment with SequenceMatrix 1.5 alpha9 [58]."
comm,7883577,33583398.0,10.1186/s12862-020-01738-w,2021,Phylogenetic tree,9,SequenceMatrix,,software,SequenceMatrix,"We aligned the CO1 and EF-1 sequences using MUSCLE [20] with default settings in the software MEGA7 [21], and concatenated the aligned sequences using SequenceMatrix [22]"
comm,8132446,34011264.0,10.1186/s12862-021-01813-w,2021,Genetic data,58,SequenceMatrix,,software,SequenceMatrix,"From the new CYTB sequences, we subsampled from the unique haplotypes and extracted 138 COI and 100 IRBP sequences, which were aligned separately and concatenated in SequenceMatrix [94]"
comm,5418863,28472922.0,10.1186/s12862-017-0954-7,2017,Phylogeny reconstruction,6,Sequencematrix,1.7.8,not_curated,SequenceMatrix,Sequences were aligned in MAFFT online version 7 [47] and concatenated using Sequencematrix 1.7.8
comm,5580441,28863778.0,10.1186/s12862-017-1047-3,2017,Phylogenetic reconstruction,12,Sequence Matrix,,not_curated,SequenceMatrix,"We concatenated sequences of all nuclear loci using Sequence Matrix v1.7.8 [42] and employed RAxML GUI v1.5 [43] to reconstruct a maximum likelihood (ML) tree under the GTR + gamma model, performing 100 runs using a bootstrap algorithm with 1000 replicates"
comm,4264551,25433367.0,10.1186/s12862-014-0245-5,2014,Phylogenetic reconstruction,26,SequenceMatrix,,software,SequenceMatrix,We verified each alignment visually and concatenated the mitochondrial and nuclear datasets in two separate super-matrices with SequenceMatrix [37]
comm,2944183,20831809.0,10.1186/1471-2148-10-275,2010,2) Reconstructing the evolution of female genitalia,13,SequenceMatrix,,software,SequenceMatrix,"A new analysis was needed to place the recently described Perochaeta dikowi, which is included in our study and whose DNA sequence data was added to Su et al.'s data using the concatenation software SequenceMatrix [61]"
comm,5480257,28641575.0,10.1186/s12862-017-0984-1,2017,Phylogeographic sampling,7,Sequence Matrix,,not_curated,SequenceMatrix,"Sequences were concatenated into a fourth matrix with the program Sequence Matrix [37], only including samples with the three DNA regions sequenced (66 samples)"
comm,6670200,31366328.0,10.1186/s12862-019-1477-1,2019,"DNA extraction, PCR and sequencing analysis",39,Sequence Matrix,,not_curated,SequenceMatrix,Sequence concatenations and file format conversions were implemented in Sequence Matrix [50]
comm,4029975,24886257.0,10.1186/1471-2148-14-94,2014,Phylogenetic analyses and estimation of divergence times,6,SequenceMatrix,,software,SequenceMatrix,Both single gene alignments were concatenated using SequenceMatrix v
comm,5052871,27716026.0,10.1186/s12862-016-0771-4,2016,Phylogenetic analyses,48,SequenceMatrix,,software,SequenceMatrix,The concatenated alignment was constructed from the single gene alignments using SequenceMatrix [50]
comm,3553075,23311954.0,10.1186/1471-2148-13-8,2013,Phylogenetic analysis,48,SequenceMatrix,,software,SequenceMatrix,All genes were aligned in Geneious [49] and matrices were concatenated in SequenceMatrix [50]
comm,6729053,31492110.0,10.1186/s12862-019-1501-5,2019,Concatenated dataset,78,SequenceMatrix,,software,SequenceMatrix,I compiled the data with SequenceMatrix [109]
comm,5664827,29089027.0,10.1186/s12862-017-1065-1,2017,Phylogenetic analyses,9,Sequence Matrix,,not_curated,SequenceMatrix,Concatenated matrices of all genes were generated using Sequence Matrix [50] with missing data coded as question marks (?)
comm,5027107,27639849.0,10.1186/s12862-016-0764-3,2016,Methods,4,SequenceMatrix,,software,SequenceMatrix,Phylogenetic inference: Individual matrices including all sequences for each marker were aligned in Mesquite [17] and imported into SequenceMatrix [18] to export concatenated matrices (excluding taxa causing topological conflict between gene trees; see below) for further analyses
comm,6211570,30382913.0,10.1186/s12862-018-1280-4,2018,Genetic diversity,17,SequenceMatrix,,software,SequenceMatrix,"The sequences from respective samples were concatenated (CR + CYTB, 2230 bp) using SequenceMatrix v.1.8 [49]"
comm,4537560,26275399.0,10.1186/s12862-015-0445-7,2015,Phylogenetic reconstruction and molecular dating,34,SequenceMatrix,1.7.8,software,SequenceMatrix,"The five chloroplastic genes were concatenated into a single dataset using SequenceMatrix 1.7.8 [86], while the chloroplast and nuclear datasets were analyzed separately"
comm,7236349,32429841.0,10.1186/s12862-020-01623-6,2020,Datasets,48,SequenceMatrix,,software,SequenceMatrix,"Amino acid sequences were aligned using MUSCLE program [57], and the alignments of individual genes were concatenated using SequenceMatrix v.1.7.8 [58]"
comm,4455531,26040695.0,10.1186/s12864-015-1566-5,2015,Evolutionary relationships based on phylogenetic analysis,7,SequenceMatrix,,software,SequenceMatrix,Individual genes and aligned partitions were concatenated with SequenceMatrix [41]
comm,6032552,29973152.0,10.1186/s12864-018-4893-5,2018,"Alignment, sequence analysis, phylogenetic reconstruction and gene order analysis",44,SequenceMatrix,,software,SequenceMatrix,"ALTER [111] and GenBank 2 Sequin [112] were used for file conversion, and SequenceMatrix [113] to concatenate alignment files."
comm,5481933,28645249.0,10.1186/s12864-017-3868-2,2017,Phylogenetic analysis,7,SequenceMatrix,,software,SequenceMatrix,"For the concatenation analysis, aligned gene sequences with at least 450 bp of overlapping sequence were concatenated into a single file using SequenceMatrix [45]"
comm,7376913,32703172.0,10.1186/s12864-020-06896-1,2020,Species phylogeny,63,SequenceMatrix,,software,SequenceMatrix,"Orthologs of each housekeeping gene were first aligned using MAFFT [91], and then the resulting alignments were concatenated using SequenceMatrix [93]"
comm,6480918,31014248.0,10.1186/s12864-019-5567-7,2019,,76,SequenceMatrix,,software,SequenceMatrix,"The resulting alignments were then concatenated using SequenceMatrix, and then subjected to maximum likelihood analysis as implemented in IQ-Tree (version 1.6.7)"
comm,6567464,31195968.0,10.1186/s12864-019-5831-x,2019,Phylogenetic analysis,8,SequenceMatrix,,software,SequenceMatrix,"Subsequently, six housekeeping gene sequences were concatenated in the same order using SequenceMatrix"
comm,4870793,27193938.0,10.1186/s12864-016-2681-7,2016,Sequences and alignment,41,SequenceMatrix,,software,SequenceMatrix,"The 89 genes were concatenated using SequenceMatrix v 1.7.8 [85] to one MSA containing all the avian data, and a second MSA containing the 89 mammalian genes"
comm,5311727,28201983.0,10.1186/s12864-016-3480-x,2017,Phylogenetic analysis,10,SequenceMatrix,,software,SequenceMatrix,Individual alignments were concatenated using SequenceMatrix version 1.8 [29]
comm,6486959,31029077.0,10.1186/s12870-019-1771-5,2019,Phylogenetic reconstruction from a concatenated dataset,40,SequenceMatrix,,software,SequenceMatrix,"Starting with alignments from previous studies, we independently aligned all loci manually as needed using Geneious (Biomatters) and concatenated these alignments using SequenceMatrix [65]"
comm,5702240,29178835.0,10.1186/s12870-017-1160-x,2017,Phylogenetic analyses,61,SequenceMatrix,,software,SequenceMatrix,"Therefore, we combined the nuclear and plastid datasets in SequenceMatrix v"
comm,4498522,26159907.0,10.1186/s12870-015-0547-9,2015,Phylogenetic analysis,8,SequenceMatrix,,software,SequenceMatrix,Aligned matrices of four DNA regions were combined using SequenceMatrix version 1.7 [46]
comm,8346447,34393583.0,10.3897/BDJ.9.e67248,2021,Materials and methods,10,SequenceMatrix,1.7.8,software,SequenceMatrix,Sequences of each locus were combined to form a concatenated super matrix using SequenceMatrix 1.7.8 and analysed with Maximum Likelihood (ML) and Bayesian Inference (BI) criteria.
comm,5345029,28325977.0,10.3897/BDJ.5.e10824,2017,Sequencing,3,Sequence Matrix,,not_curated,SequenceMatrix,These regions were concatenated using Sequence Matrix software [Vaidya et al
comm,7752887,33364897.0,10.3897/BDJ.8.e58755,2020,Phylogenetic analyses,8,SequenceMatrix,,software,SequenceMatrix,Multiple loci were combined by SequenceMatrix (Vaidya et al
comm,7280319,32547305.0,10.3897/BDJ.8.e53678,2020,Phylogenetic analyses,6,Sequence Matrix,,not_curated,SequenceMatrix,Three single gene alignments were combined using Sequence Matrix (Vaidya et al
comm,7284791,32443792.0,10.3390/biology9050106,2020,4.3. Data Analysis,17,SequenceMatrix,1.7.8,software,SequenceMatrix,α-globin/β-globin gene clusters were combined using SequenceMatrix 1.7.8 for the construction of phylogenetic trees [29]
comm,5884435,29750171.0,10.1155/2018/7627191,2018,2.3. Sequence Data Preparation and Evaluation,8,SequenceMatrix,,software,SequenceMatrix,The datasets were finally concatenated into one final data matrix using SequenceMatrix [52] for phylogenetic analyses.
comm,6520677,30978942.0,10.3390/md17040220,2019,2.2. Fungal Identification,8,SequenceMatrix,,software,SequenceMatrix,"Then, alignments were concatenated into a single data matrix with SequenceMatrix v"
comm,6532204,31122261.0,10.1186/s12934-019-1108-y,2019,Molecular identification and phylogenetic analysis,31,Sequence Matrix,,not_curated,SequenceMatrix,"For multilocus analysis, the loci were concatenated by the use of Sequence Matrix v.1.8 [43, 44]"
comm,8308049,34210043.0,10.3390/microorganisms9071409,2021,2.3. Bioinformatic Analyses,11,SequenceMatrix,1.7.3,software,SequenceMatrix,"After alignment, the concatenation of TEF and Bloc sequences was conducted in SequenceMatrix 1.7.3 for further multilocus analysis [43]"
comm,8401334,34442643.0,10.3390/microorganisms9081564,2021,2.4. Phylogenetic Analyses,9,SequenceMatrix,,software,SequenceMatrix,"KU687109)) were individually aligned using MAFFT (v.7.4; parameter: mafft -auto) [43], and these multiple alignments were concatenated in SequenceMatrix (v.1.8) [44]"
comm,8401334,34442643.0,10.3390/microorganisms9081564,2021,2.5. Time-Scaled Bayesian Phylogeny,11,SequenceMatrix,,software,SequenceMatrix,KU687109)) were individually aligned using MAFFT (v.7.4; parameter: mafft -auto) [43] and concatenated in SequenceMatrix (v.1.8) [44].
comm,7716436,33121102.0,10.3390/microorganisms8111666,2020,2.11. Multi-Locus Sequence Analysis of V. anguillarum Housekeeping Genes,17,Sequence Matrix,,not_curated,SequenceMatrix,Concatenation of locus sequences was made using Sequence Matrix software v1.7.8 [42]
comm,8069873,33921528.0,10.3390/microorganisms9040812,2021,2.10. Multi-Locus Sequence Analysis (MLSA) Using Housekeeping Genes,18,Sequence Matrix,,not_curated,SequenceMatrix,Concatenation of locus sequence was made using Sequence Matrix software v1.7.8 [38]
comm,7707410,33366182.0,10.1080/23802359.2019.1682478,2019,,4,Sequence Matrix,,not_curated,SequenceMatrix,The aligned data from 13PCGs were concatenated with Sequence Matrix v.1.7.8 (Vaidya et al
comm,7783027,33457801.0,10.1080/23802359.2020.1775515,2020,,4,Sequence Matrix,,not_curated,SequenceMatrix,The aligned data from 13PCGs were concatenated with Sequence Matrix v.1.7.8 (Vaidya et al
comm,8183557,34124362.0,10.1080/23802359.2021.1934167,2021,,3,SequenceMatrix,,software,SequenceMatrix,The sequences of 14 proteins were locally aligned with BioEdit (Hall 1999) and concatenated with SequenceMatrix (Vaidya et al
comm,8253198,34263039.0,10.1080/23802359.2021.1944389,2021,,2,SequenceMatrix,,software,SequenceMatrix,2.0 (Wernersson and Pedersen 2003) and concatenated using SequenceMatrix ver
comm,8259871,34263050.0,10.1080/23802359.2021.1945967,2021,,2,SequenceMatrix,,software,SequenceMatrix,2019) and then concatenated these alignments into a combined gene dataset using SequenceMatrix v1.7.8 (Vaidya et al
comm,7782136,33457856.0,10.1080/23802359.2020.1781561,2020,,4,SequenceMatrix,,software,SequenceMatrix,2016) to alignment DNA sequences individually and used SequenceMatrix v1.8 (Vaidya et al
comm,8158263,34104757.0,10.1080/23802359.2021.1930219,2021,,3,SequenceMatrix,,software,SequenceMatrix,The sequences of 14 proteins were locally aligned with BioEdit (Hall 1999) and concatenated with SequenceMatrix (Vaidya et al
comm,8405070,34471697.0,10.1080/23802359.2021.1967806,2021,,2,SequenceMatrix,,software,SequenceMatrix,1994) and concatenated with SequenceMatrix v1.7.8 (Vaidya et al
comm,7971261,33796674.0,10.1080/23802359.2021.1886019,2021,,1,SequenceMatrix,,software,SequenceMatrix,2010) and concatenated with SequenceMatrix v1.7.8 (Vaidya et al
comm,7889097,33628937.0,10.1080/23802359.2021.1875915,2021,,4,SequenceMatrix,,software,SequenceMatrix,"2016), and the alignment results were then concatenated using SequenceMatrix v1.8 (Vaidya et al"
comm,7800549,33473596.0,10.1080/23802359.2016.1219638,2016,,1,Sequence Matrix,,not_curated,SequenceMatrix,The aligned data from each locus were concatenated with Sequence Matrix v.1.7.8 (Vaidya et al
comm,7759273,33426284.0,10.1080/23802359.2020.1840931,2020,,1,SequenceMatrix,,software,SequenceMatrix,Aligned sequences for each gene were concatenated using SequenceMatrix v1.7 (Vaidya et al
comm,7707660,33366349.0,10.1080/23802359.2019.1692719,2019,,2,SequenceMatrix,,software,SequenceMatrix,"With SequenceMatrix v1.8 concatenated polygene fragments, MEGA v6.06 constructed a neighbor-joining phylogenetic tree by 1000 bootstrap replicates based on polygene fragments."
comm,8284135,34345683.0,10.1080/23802359.2021.1945972,2021,,3,SequenceMatrix,1.7.8,software,SequenceMatrix,Alignments of individual genes were concatenated using SequenceMatrix 1.7.8 (Vaidya et al
comm,7721053,33366423.0,10.1080/23802359.2019.1696241,2019,,3,SequenceMatrix,,software,SequenceMatrix,We manually checked in BioEdit (Hall 1999) and concatenated these aligned sequences using SequenceMatrix (Vaidya et al
comm,7720951,33366533.0,10.1080/23802359.2019.1698331,2019,,3,Sequence Matrix,,not_curated,SequenceMatrix,The aligned data from 13PCGs were concatenated with Sequence Matrix v.1.7.8 (Vaidya et al
comm,8439222,34532579.0,10.1080/23802359.2021.1972870,2021,,7,SequenceMatrix,,software,SequenceMatrix,"The 13 PCGs sequences were aligned using Clustal v2.1 after manually removed the stop codons, and then concatenated into a combined dataset using SequenceMatrix v1.7.8"
comm,8266248,34286091.0,10.1080/23802359.2021.1947916,2021,,4,SequenceMatrix,,software,SequenceMatrix,2010) and concatenated using SequenceMatrix version 1.8 (Vaidya et al
comm,7707448,33366200.0,10.1080/23802359.2019.1682483,2019,,3,Sequence Matrix,,not_curated,SequenceMatrix,The aligned data were concatenated with Sequence Matrix v.1.7.8 (Vaidya et al
comm,8291066,34350345.0,10.1080/23802359.2021.1950066,2021,,2,SequenceMatrix,,software,SequenceMatrix,"2019), and then concatenated these alignments into a gene dataset using the SequenceMatrix v1.7.8 (Vaidya et al"
comm,8259866,34263044.0,10.1080/23802359.2021.1915711,2021,,2,SequenceMatrix,,software,SequenceMatrix,Thirteen PCGs were concatenated by SequenceMatrix v1.7.8 (Gaurav et al
comm,7971323,33796669.0,10.1080/23802359.2021.1886014,2021,,4,SequenceMatrix,,software,SequenceMatrix,"The sequence matrix with 13,171 aligned nucleotide sites were concatenated using SequenceMatrix v1"
comm,8079056,33969213.0,10.1080/23802359.2021.1914522,2021,,3,SequenceMatrix,1.7.8,software,SequenceMatrix,Alignments of individual genes were concatenated using SequenceMatrix 1.7.8 (Vaidya et al
comm,7748853,33366563.0,10.1080/23802359.2019.1703585,2020,,4,Sequence Matrix,,not_curated,SequenceMatrix,The aligned data were concatenated with Sequence Matrix v.1.7.8 (Vaidya et al
comm,8312585,34368443.0,10.1080/23802359.2021.1955767,2021,,3,SequenceMatrix,1.7.8,software,SequenceMatrix,Alignments of individual genes were concatenated using SequenceMatrix 1.7.8 (Vaidya et al
comm,7783146,33458046.0,10.1080/23802359.2020.1797563,2020,,3,SequenceMatrix,,software,SequenceMatrix,2010) and concatenated with SequenceMatrix v1.7.8 (Vaidya et al
comm,7954433,33763594.0,10.1080/23802359.2021.1884020,2021,,4,SequenceMatrix,,software,SequenceMatrix,Ambiguously aligned sites were excluded in Gblocks v.0.91b (Castresana 2000) and then concatenated using SequenceMatrix v1.7.8 (Vaidya et al
comm,7782284,33457974.0,10.1080/23802359.2020.1790325,2020,,3,SequenceMatrix,,software,SequenceMatrix,2015) with MAFFT (Katoh and Standley 2013) and concatenated in SequenceMatrix (Vaidya et al
comm,8425699,34514135.0,10.1080/23802359.2021.1970647,2021,,3,SequenceMatrix,,software,SequenceMatrix,2010) was used for the PCGs alignment and SequenceMatrix v1.8 (Vaidya et al
comm,8266238,34286082.0,10.1080/23802359.2021.1945508,2021,,2,SequenceMatrix,,software,SequenceMatrix,"2019), and then we concatenated these alignments into a combined gene dataset using SequenceMatrix v1.7.8 (Vaidya et al"
comm,7799975,33474270.0,10.1080/23802359.2017.1413308,2018,,4,Sequence Matrix,,not_curated,SequenceMatrix,The data aligned from 13PCGs were concatenated with Sequence Matrix v.1.7.8 (Vaidya et al
comm,8330779,34377791.0,10.1080/23802359.2021.1944383,2021,,2,SequenceMatrix,,software,SequenceMatrix,"2019), and then, we concatenated these alignments to a gene set using the SequenceMatrix v1.7.8 (Vaidya et al"
comm,8425693,34514133.0,10.1080/23802359.2021.1970643,2021,,2,SequenceMatrix,,software,SequenceMatrix,"2019), and then concatenated into a gene dataset using the SequenceMatrix v1.7.8 (Vaidya et al"
comm,7707367,33365997.0,10.1080/23802359.2019.1674215,2019,,2,SequenceMatrix,,software,SequenceMatrix,"Individual sequences of 14 protein-coding genes (atp6, atp8, atp9, cob, cox1,cox2, cox3, nad1, nad2, nad3, nad4, nad4L, nad5 and nad6) were aligned using MEGA v6.06, concatenated using SequenceMatrix v1.8, and then a neighbor-joining phylogenetic tree was constructed using MEGA v6.06 with 1000 bootstrap replicates."
comm,4657503,26172573.0,10.1111/mec.13307,2015,"DNA isolation, amplification and sequencing",8,Sequence Matrix,,not_curated,SequenceMatrix,The two genes were concatenated using Sequence Matrix (Vaidya et al
comm,6154544,28513562.0,10.3390/molecules22050824,2017,4.4. Phylogenetic Analyses for Isolate Identification,23,SequenceMatrix,,software,SequenceMatrix,The multilocus datasets were generated with the SequenceMatrix program [72] and the phylogenetic analyses were performed using the maximum likelihood (ML) approach
comm,7814964,33301200.0,10.1111/mpp.13025,2020,Phylogenetic analysis,40,Sequence Matrix,,not_curated,SequenceMatrix,"The data sets were concatenated using Sequence Matrix (Vaidya et al., 2011) and the concatenated sequences (7,960 amino acids) were then exported for further analysis."
comm,6160798,30271262.0,10.3897/mycokeys.40.26724,2018,Sequence alignment and phylogenetic analysis,8,SequenceMatrix,,software,SequenceMatrix,SequenceMatrix software (Vaidya et al
comm,5904430,29681740.0,10.3897/mycokeys.33.23341,2018,"DNA isolation, amplification and sequences analyses",5,SequenceMatrix,,software,SequenceMatrix,2013) and SequenceMatrix (Vaidya et al
comm,7136305,32273794.0,10.3897/mycokeys.66.46575,2020,Phylogenetic analyses,8,SequenceMatrix,1.7.8,software,SequenceMatrix,Alignments were constructed separately for each locus with MUSCLE 3.8.31 (Edgar 2004) and the concatenated matrices were assembled by SequenceMatrix 1.7.8 (Vaidya et al
comm,6422929,30914842.0,10.3897/mycokeys.49.31904,2019,Sequence alignment and phylogenetic analyses,8,SequenceMatrix1,SequenceMatrix1.7.8,not_curated,SequenceMatrix,"were combined and manually adjusted using BioEdit v.7.0.5.3 (Hall 1999), then assembled using SequenceMatrix1.7.8 (Vaidya et al"
comm,7078340,32206025.0,10.3897/mycokeys.65.47704,2020,Sequence alignment and molecular phylogenetic analysis,10,SequenceMatrix,,software,SequenceMatrix,The multi-locus gene dataset was generated using SequenceMatrix v.1.8 (Vaidya et al
comm,6694076,31423085.0,10.3897/mycokeys.57.36628,2019,Phylogenetic Analyses,6,SequenceMatrix,,software,SequenceMatrix,The aligned sequences of multiple loci were concatenated by SequenceMatrix v.1.7.8 (Vaidya et al
comm,6595004,31274984.0,10.3897/mycokeys.55.35522,2019,Sequence alignment and phylogenetic analysis,11,SequenceMatrix,,software,SequenceMatrix,"As a consequence, alignments were concatenated into a single data matrix with SequenceMatrix (Vaidya et al"
comm,6775174,31592222.0,10.3897/mycokeys.58.37176,2019,Sequence alignment and phylogenetic analyses,9,SequenceMatrix,,software,SequenceMatrix,The concatenated LSU+RPB1+RPB2+TEF and ITS+LSU sequences were assembled by SequenceMatrix v.1.7.8 (Vaidya et al
comm,6477871,31048984.0,10.3897/mycokeys.51.32272,2019,Phylogenetic analyses,5,SequenceMatrix,1.8,software,SequenceMatrix,"After alignment, the concatenation of different genes was done in SequenceMatrix 1.8 (Vaidya et al"
comm,8124063,34035655.0,10.3897/mycokeys.80.66794,2021,Sequence alignment and phylogenetic analyses,6,SequenceMatrix,,software,SequenceMatrix,Assembling of the combined datasets (RPB1+RPB2+TEF and ITS+RPB1+RPB2+TEF) was performed by SequenceMatrix v.1.7.8 (Vaidya et al
comm,8093184,33958952.0,10.3897/mycokeys.79.66302,2021,Phylogenetic tree construction,9,SEQUENCEMATRIX,1.7.8,not_curated,not_disambiguated,The two multi-gene matrixes were generated by SEQUENCEMATRIX 1.7.8 (Vaidya et al
comm,6290046,30568536.0,10.3897/mycokeys.43.30203,2018,Sequence alignment and phylogenetic analyses,9,SEQUENCEMATRIX,1.7.8,not_curated,not_disambiguated,2013) and SEQUENCEMATRIX 1.7.8 (Vaidya et al
comm,7588496,33149720.0,10.3897/mycokeys.74.56655,2020,Sequence alignment and phylogenetic analyses,6,SequenceMatrix,,software,SequenceMatrix,Sequences were concatenated with SequenceMatrix v.1.7.8 (Vaidya et al
comm,6059158,30123669.0,10.1080/21501203.2018.1461142,2018,Data analyses,11,Sequence Matrix,,not_curated,SequenceMatrix,Further analyses were carried out after concatenation using Sequence Matrix (Vaidya et al
comm,6781463,31632834.0,10.1080/21501203.2019.1635217,2019,Alignments and phylogenetic reconstructions,20,Sequence Matrix,,not_curated,SequenceMatrix,Further analyses were performed after concatenation using Sequence Matrix (Vaidya et al
comm,7959010,33747542.0,10.1093/ve/veaa045,2020,2.8 Phylogenetic analysis,15,SequenceMatrix,,software,SequenceMatrix,"The individual segment sequences were concatenated to give the full-length genome sequences using SequenceMatrix (Vaidya, Lohman, and Meier 2011)"
comm,7019704,31947695.0,10.3390/v12010096,2020,2.6. Phylogenetic Analysis,15,SequenceMatrix,,software,SequenceMatrix,A multiple alignment of ten coding regions (VP1–VP7 and NS1–NS3) was performed using the Muscle algorithm of MEGA6 software and then FASTA files were concatenated using the SequenceMatrix tool [27] by matching taxon-names
comm,6435635,30868269.0,10.1007/s11274-019-2625-x,2019,Taxonomic investigations,5,SequenceMatrix,1.8,software,SequenceMatrix,"Sequences for each gene were individually aligned by PRANK v.140603 (Löytynoja 2014) with default settings, which was followed by concatenation of the alignments with SequenceMatrix 1.8 (Vaidya et al"
comm,4523765,26257535.0,10.3897/zookeys.510.8573,2015,Methods,10,SequenceMatrix,,software,SequenceMatrix,The two data sets were concatenated using SequenceMatrix (Vaidya et al
comm,5523398,28769710.0,10.3897/zookeys.679.12805,2017,Materials and methods,4,SequenceMatrix,,software,SequenceMatrix,"The aligned, individual gene data sets were concatenated using SequenceMatrix (Vaidya et al"
comm,5673861,29134024.0,10.3897/zookeys.698.13411,2017,tab_caption,1,SequenceMatrix,,software,SequenceMatrix,"""""""COI barcode sequence pairwise differences for """"""""-like"""""""", , and specimens, based on SequenceMatrix"""""""
comm,5673861,29134024.0,10.3897/zookeys.698.13411,2017,Molecular analysis,4,SequenceMatrix,,software,SequenceMatrix,Uncorrected pairwise distances (see Srivathsan and Meier 2012) were used to quantify the intra- and inter-specific variability in SequenceMatrix (Vaidya et al
comm,5673861,29134024.0,10.3897/zookeys.698.13411,2017,Molecular analysis,10,SequenceMatrix,,software,SequenceMatrix,Pairwise differences for these sequences calculated in SequenceMatrix (Vaidya et al
comm,5673861,29134024.0,10.3897/zookeys.698.13411,2017,,11,SequenceMatrix,,software,SequenceMatrix,"COI barcode sequence pairwise differences for “-like”, , and specimens, based on SequenceMatrix"
comm,5928055,29719474.0,10.3897/zookeys.752.23712,2018,Materials and methods,21,Sequence Matrix,,not_curated,SequenceMatrix,The aligned sequences were concatenated using Sequence Matrix (Vaidya et al
comm,6198026,30364726.0,10.3897/zookeys.790.28875,2018,Molecular phylogenetic analyses,8,SequenceMatrix,1.8,software,SequenceMatrix,Alignments of different markers were concatenated using SequenceMatrix 1.8 (Gaurav et al
comm,6328525,30636909.0,10.3897/zookeys.812.29908,2019,"Alignments, partitioning strategies, and phylogenetic analyses",13,SequenceMatrix,,software,SequenceMatrix,"Finally, 12 PCGs and the 2 rRNA genes were concatenated (11862 bp) using SequenceMatrix (Vaidya et al"
comm,6389645,30814903.0,10.3897/zookeys.825.32271,2019,Molecular data analysis,13,SequenceMatrix,,software,SequenceMatrix,The individual datasets were concatenated in SequenceMatrix (Vaidya et al
comm,6482596,31065224.0,10.3897/zookeys.839.28312,2019,Sequence alignment and editing,11,Sequence matrix,1.7.8,not_curated,SequenceMatrix,"The combined gene matrix was converted to tnt format using Sequence matrix 1.7.8 (Vaidya, Lohman, Meier 2011)"
comm,6656784,31363346.0,10.3897/zookeys.864.26689,2019,Phylogenetic analysis,6,SequenceMatrix,,software,SequenceMatrix,All 16 aligned genes were concatenated using SequenceMatrix version 1.7.8 (Vaidya et al
comm,6718372,31528119.0,10.3897/zookeys.872.36288,2019,Molecular phylogenetic analyses,13,SequenceMatrix,1.8,software,SequenceMatrix,Alignments of the separate markers were all concatenated using SequenceMatrix 1.8 (Gaurav et al
comm,7237507,32476973.0,10.3897/zookeys.932.48532,2020,Phylogenetic analyses,11,SequenceMatrix,,software,SequenceMatrix,"Aligned sequences for COI, 16S, 18S, 28S, H3, and CytB were concatenated using SequenceMatrix v.1.8 (Vaidya et al"
comm,7515930,33013166.0,10.3897/zookeys.969.49278,2020,Phylogenetic analyses,7,SequenceMatrix,,software,SequenceMatrix,Alignments of individual genes were concatenated using SequenceMatrix v1.7.8 (Gaurav et al
comm,7758309,33384564.0,10.3897/zookeys.1004.58537,2020,Phylogenetic analyses,10,SequenceMatrix,,software,SequenceMatrix,Sequences were trimmed in Mesquite v 3.10 (Maddison and Maddison 2019) after which the three separate data sets were concatenated with SequenceMatrix (Vaidya et al
comm,8040243,33845896.0,10.1186/s40851-021-00172-0,2021,Phylogenetic and biogeographic analyses,44,SequenceMatrix,,software,SequenceMatrix,The sequences for the nuclear gene fragments were concatenated to generate a 2803-bp matrix in SequenceMatrix ([50]; see Supplementary Material 7)
comm,7310197,32571423.0,10.1186/s13071-020-04187-y,2020,Mitophylogenomics in the superfamily Tylenchoidea,9,SequenceMatrix,,software,SequenceMatrix,SequenceMatrix [50] was used to concatenate all 12 PCG alignments in the following order: atp6-cox1-cox2-cox3-cytb-nad1-nad2-nad3-nad4-nad4L-nad5-nad6
