subset,pmcid,pmid,doi,pubdate,section,paragraph_number,software_mention,version,curation_label,mapped_to_software,text
comm,4468836,26136762.0,10.3389/fpls.2015.00447,2015,Sequence Divergence and Phylogenetic Analysis,8,SequenceMatrix,,software,SequenceMatrix,"For each orthologous gene, the alignment was trimmed by using trimAL version 1.2 (Capella-Gutiérrez et al., 2009), and the trimmed alignments were concatenated by SequenceMatrix version 1.7.8 (Vaidya et al., 2011)"
comm,7347972,32719690.0,10.3389/fpls.2020.00799,2020,Phylogenetic Analysis,18,SequenceMatrix,,software,SequenceMatrix,"Individual sequence alignments were performed using MAFFT and then combined for each dataset using SequenceMatrix (Vaidya et al., 2011)."
comm,5004484,27625655.0,10.3389/fpls.2016.01244,2016,cpDNA sequencing data,10,SequenceMatrix,,software,SequenceMatrix,"The edited sequences of the three cpDNA regions were then combined in SequenceMatrix v1.7.8 (Vaidya et al., 2011)"
comm,5812252,29479366.0,10.3389/fpls.2018.00142,2018,Sequence Assembly and Alignment,10,SequenceMatrix,,software,SequenceMatrix,"The aligned matrices were concatenated using SequenceMatrix version 1.73 (Vaidya et al., 2011)"
comm,5788969,29422908.0,10.3389/fpls.2017.02270,2018,cpDNA sequence data analysis,10,SequenceMatrix,,software,SequenceMatrix,"The final sequences of the three cpDNA were concatenated using SequenceMatrix v.1.7.8 (Vaidya et al., 2011) and then aligned in Geneious Pro v.4.8.5 (Biomatters Ltd., USA), and subsequently, manually adjusted where necessary"
comm,7472804,32973820.0,10.3389/fpls.2020.01112,2020,Bioinformatics Analysis,7,SequenceMatriX,,not_curated,SequenceMatrix,"The trimmed alignments were concatenated using SequenceMatriX version 1.7.8 (Vaidya et al., 2011)"
comm,6646888,31379899.0,10.3389/fpls.2019.00913,2019,Phylogenetic Analyses Based on cpDNA,17,SequenceMatrix,,software,SequenceMatrix,"We concatenated the datasets with SequenceMatrix (Vaidya et al., 2011)"
comm,6403193,30873197.0,10.3389/fpls.2019.00218,2019,Comparative Phylogenomics,12,SequenceMatrix,,software,SequenceMatrix,"Concatenation of the phylogenetic matrix was performed using SequenceMatrix version 1.8 (Vaidya et al., 2011)"
comm,7324783,32655606.0,10.3389/fpls.2020.00901,2020,Sequence Alignment and Phylogenetic Tree Reconstruction,8,SequenceMatrix,,software,SequenceMatrix,"SequenceMatrix (Vaidya et al., 2011) was used to concatenate the alignment"
comm,7641614,33195589.0,10.3389/fvets.2020.579728,2020,DNA Extraction and Molecular Analysis for Selected Larval Parasites,10,sequence Matrix,,not_curated,SequenceMatrix,The aligned data were concatenated using sequence Matrix v.1.7.8 (32)
comm,4243772,25426157.0,10.1186/s12983-014-0081-x,2014,Introduction,2,SequenceMatrix,,software,SequenceMatrix,"Software like SequenceMatrix [39], TranslatorX [40], and CONCATENATOR [41] are pure concatenation tools which can be used only via graphical user interface or which are web server designed and therefore cannot be implemented in automatic process pipelines"
comm,6267336,30424578.0,10.3390/genes9110547,2018,2.7. Phylogenetic Analysis of Asteraceae Organelle Genomes,12,SequenceMatrix,,software,SequenceMatrix,A supermatrix was constructed using SequenceMatrix v1.7.8 [50] to concatenate different genes or LCBs
comm,6356338,30634684.0,10.3390/genes10010038,2019,2.7. Sequence Assembly and Phylogenetic Analyses,12,Sequence Matrix,,not_curated,SequenceMatrix,We used Sequence Matrix version 1.8 [45] to concatenate successful NPC markers
comm,7206934,31968044.0,10.1590/1678-4685-GMB-2018-0371,2020,Phylogenetic tree reconstruction,8,SequenceMatrix,,software,SequenceMatrix,"Multiple sequence alignment was performed for each gene using MACSE (Ranwez ), and aligned sequences were concatenated using SequenceMatrix (Vaidya )"
comm,6307670,30304394.0,10.1093/gbe/evy220,2018,Phylogenetic Analysis,28,SequenceMatrix,,software,SequenceMatrix,We retained all indel mutations and concatenated all gene sequences using SequenceMatrix (Vaidya et al
comm,6684935,31270537.0,10.1093/gbe/evz097,2019,Orthology Assignment and Matrix Assembly,8,SequenceMatrix,,software,SequenceMatrix,"The gene alignments, thus cleaned of long-branched sequences and putative paralogs, were concatenated using SequenceMatrix v100 (Vaidya et al"
comm,8358223,34081101.0,10.1093/gbe/evab127,2021,Phylogenetic and Phylogenomic Reconstructions,51,SequenceMatrix,,software,SequenceMatrix,"For the phylogenomic reconstruction, single orthologous gene clusters identified using OrthoFinder (52 amino acid sequences, see supplementary table S7, Supplementary Material online) were concatenated with SequenceMatrix v1.8 (Vaidya et al"
comm,7333402,32670777.0,10.1186/s43008-020-00038-8,2020,Phylogenetic analysis,10,SequenceMatrix,,software,SequenceMatrix,"2017), and these alignments were then concatenated in SequenceMatrix v1.7.8 (Vaidya et al"
comm,7666478,33292749.0,10.1186/s43008-020-00047-7,2020,Phylogenetic analysis,7,SequenceMatrix,,software,SequenceMatrix,Then the SequenceMatrix v1.7.8 (Vaidya et al
comm,4989296,27540411.0,10.1186/s13027-016-0089-2,2016,Phylogenetic analysis of HPV16 variants,12,Sequence Matrixv,1.7.8,not_curated,SequenceMatrix,"The sequences of E6, E7 and L1 genes were subsequently assembled together using Sequence Matrixv 1.7.8 (http://dx.doi.org/10.1111/j.1096-0031.2010.00329.x)"
comm,6468374,30875825.0,10.3390/insects10030072,2019,2.3. Phylogeny,14,SequenceMatrix,,software,SequenceMatrix,"Following this, the sequence alignments were concatenated with SequenceMatrix version 1.8 [81]"
comm,6523959,30934910.0,10.3390/insects10040091,2019,2.4. Sequences Composition and Phylogenetic Analysis,8,SequenceMatrix,,software,SequenceMatrix,Alignments of the individual makers were linked in SequenceMatrix [19]
comm,7023390,31861737.0,10.3390/insects11010006,2019,2.2. DNA Sequencing of the Most Generalist Species,15,SEQUENCEMATRIX,,not_curated,not_disambiguated,We combined the three genes using SEQUENCEMATRIX [63]
comm,7143346,32143338.0,10.3390/insects11030164,2020,2.1. Taxon Sampling and Sequence Alignment,5,SequenceMatrix,1.8,software,SequenceMatrix,The gene sequences were concatenated in SequenceMatrix 1.8 [26]
comm,7694756,33172182.0,10.3390/insects11110766,2020,2.5. Phylogenetic Analysis,9,SequenceMatrix,,software,SequenceMatrix,The gene dataset was concatenated with SequenceMatrix [50]
comm,8227683,34073280.0,10.3390/insects12060495,2021,2.3. Phylogenetic Analyses,6,SequenceMatrix,,software,SequenceMatrix,Each obtained alignment was then concatenated using SequenceMatrix v.1.7.8 [39]
comm,8307346,34206376.0,10.3390/insects12070570,2021,2.4. Phylogenetic Analysis,10,Sequence Matrix,,not_curated,SequenceMatrix,The aligned data were concatenated with Sequence Matrix v.1.7.8 [49] and PhyloSuite v 1.2.2
comm,5853613,28003310.0,10.1093/jxb/erw432,2017,Sequencing and phylogenetic inference,13,SequenceMatrix,,software,SequenceMatrix,The program SequenceMatrix (v
comm,6301696,30513124.0,10.1371/journal.ppat.1007473,2018,Phylogenetic analyses of Burkholderia species,59,SequenceMatrix,,software,SequenceMatrix,"The sequences of each gene were first aligned in MEGA6.06 [55] using ClustalW [56,57] and then all gene sequences were concatenated using the program SequenceMatrix [58]"
comm,4593675,26473041.0,10.1098/rsos.150159,2015,"DNA extraction, amplification and sequencing",6,SequenceMatrix,,software,SequenceMatrix,"We aligned sequences with MAFFT v. 7.017 [60] using the automatic strategy selection, removed introns of CAD and indel regions of ATP8 and Wg, and concatenated gene matrices using SequenceMatrix [61]"
comm,5792937,29410860.0,10.1098/rsos.171561,2018,Sequence alignment and model testing,11,SequenceMatrix,,software,SequenceMatrix,"4.0 beta 10 [38] (as below), to identify any differences between datasets, then individual markers were imported into SequenceMatrix [39] which was used to export concatenated matrices for further analyses"
comm,7277287,32537217.0,10.1098/rsos.200092,2020,Phylogenetic analysis,14,SequenceMatrix,,software,SequenceMatrix,"3.1 [37], after which we concatenated the ND4 and 16S datasets with SequenceMatrix [38]"
comm,4541255,26288099.0,10.1038/srep13227,2015,Sequence analyses,24,SequenceMatrix,1.7.8,software,SequenceMatrix,"The sequences of the five loci (the repeated region was removed from control region) from all the 15 individuals of yellow-browed tits were aligned individually using Clustal X1.83, and the five loci were combined together by SequenceMatrix 1.7.8"
comm,4541255,26288099.0,10.1038/srep13227,2015,Sequence analyses,25,SequenceMatrix,1.7.8,software,SequenceMatrix,"To reconstruct the phylogenetic relationships of yellow browed tits, sequences of the five loci from the 15 sampled individuals and another five tits (Parus major (KP137624), Periparus ater (KM588075), Pseudopodoces humilis (KP001174), Poecile atricapilla (KJ909190), and Remiz consobrinus (KC463856)) were aligned individually and combined together by SequenceMatrix 1.7.8"
comm,4665016,26621203.0,10.1038/srep17418,2015,Alignment and taxon sampling,19,Sequence Matrix,,not_curated,SequenceMatrix,Single alignments were later concatenated into a single nexus format file using Sequence Matrix v 100.058
comm,4731775,26821567.0,10.1038/srep18075,2016,"Alignment, filtering strategies and molecular marker combinations",118,SequenceMatrix148,,not_curated,SequenceMatrix,"Finally, concatenated data matrices were assembled using SequenceMatrix148 for every case (a full data matrix, named 16S18S28S, lightly filtered datamatrix16S18S28S_N and heavily filtered damatrix 16S18S28S_Nrw4), with matrices of up to 6,000bp (Tables 1 and 2)"
comm,4732383,26742575.0,10.1038/srep18793,2016,"Extraction, PCR, sequencing and alignment",28,Sequence Matrix,1.7.2,not_curated,SequenceMatrix,The final dataset was generated in Sequence Matrix 1.7.2 (Ref
comm,4735579,26833286.0,10.1038/srep20096,2016,Phylogenetic analysis,7,SequenceMatrix,,software,SequenceMatrix,The individual alignments were then concatenated using the software SequenceMatrix v1.7.624
comm,4858670,27151256.0,10.1038/srep25586,2016,Sequence alignments and phylogenetic analyses,22,SequenceMatrix,,software,SequenceMatrix,"For the three-gene dataset, sequences of the three DNA fragments were concatenated with SequenceMatrix v1.7.853."
comm,4887867,27246395.0,10.1038/srep26486,2016,Phylogenetic analyses,52,SequenceMatrix53,,not_curated,SequenceMatrix,Multigene datasets were assembled using the concatenation software SequenceMatrix53
comm,5095552,27812024.0,10.1038/srep36426,2016,Phylogenetic analyses,28,SequenceMatrix,,software,SequenceMatrix,Individual genes were concatenated using SequenceMatrix v1.7.845
comm,5430756,28439127.0,10.1038/s41598-017-01195-4,2017,Marker selection and phylogenetic inferences,35,SequenceMatrix,,software,SequenceMatrix,All alignments were finally concatenated into a single nexus interleaved file using SequenceMatrix (version 1.8)
comm,5430859,28432321.0,10.1038/s41598-017-00720-9,2017,Phylogenetic Analysis,8,SequenceMatrix,,software,SequenceMatrix,All aligned genes were then concatenated by SequenceMatrix v1.7.8
comm,5437043,28522861.0,10.1038/s41598-017-02252-8,2017,Phylogenetic analysis,37,SequenceMatrix,1.8,software,SequenceMatrix,"Sequence alignments of these loci were separately performed using MUSCLE, and then concatenated into 1023 combinations using SequenceMatrix 1.8 (Table S4)"
comm,5481375,28642589.0,10.1038/s41598-017-04228-0,2017,Sequencing of cpDNA regions,28,SequenceMatrix,,software,SequenceMatrix,The edited sequences of the three cpDNA regions were combined in SequenceMatrix v1.7.8 and then aligned in Geneious v4.8.2 (http://www.geneious.com) using the MUSCLE algorithm with a final rechecking of all variable sites in the original ABI trace files.
comm,5493631,28667281.0,10.1038/s41598-017-04799-y,2017,Phylogenetic analysis,39,SequenceMatrix,,software,SequenceMatrix,Individual genes were concatenated by SequenceMatrix v1.7.8
comm,5529561,28747803.0,10.1038/s41598-017-07105-y,2017,Phylogenetic analyses,28,SequenceMatrix,,software,SequenceMatrix,All these individual alignments were concatenated into a single matrix using SequenceMatrix
comm,5567239,28831035.0,10.1038/s41598-017-06656-4,2017,DNA Extraction and Molecular Analyses,14,SequenceMatrix,1.7.8,software,SequenceMatrix,Edited DNA sequences for four genes were separately aligned using MAFFT v7.017 under E-INS-i and G-INS-i algorithms and concatenated using SequenceMatrix 1.7.8
comm,5660246,29079765.0,10.1038/s41598-017-14703-3,2017,"Dataset concatenation, partitioning and substitution model selection",14,SequenceMatrix,1.7.8,software,SequenceMatrix,Alignments of all genes were concatenated using SequenceMatrix 1.7.8
comm,5709374,29192255.0,10.1038/s41598-017-16929-7,2017,Phylogenetic analysis,33,SequenceMatrix,,software,SequenceMatrix,The aligned sequences of each gene were concatenated using SequenceMatrix v1.7.
comm,5714952,29203807.0,10.1038/s41598-017-17145-z,2017,"Dataset concatenation, partitioning and substitution model selection",40,SequenceMatrix,1.7.8,software,SequenceMatrix,Alignments of individual genes were concatenated using SequenceMatrix 1.7.8
comm,5859262,29556042.0,10.1038/s41598-018-23076-0,2018,Phylogenetic analyses and species delimitation,17,Sequence Matrix,,not_curated,SequenceMatrix,"A concatenated matrix of all genes was generated using Sequence Matrix, which automatically generates empty sequences of question marks for individuals with missing data for one or more genes"
comm,5995902,29891996.0,10.1038/s41598-018-27090-0,2018,Phylogenetic analyses,28,Sequence Matrix,,not_curated,SequenceMatrix,"Then, a joint matrix was constructed using Sequence Matrix v.1.7.8, and jModelTest 2.0 was used to calculate the nucleotide substitution"
comm,6002367,29904057.0,10.1038/s41598-018-27489-9,2018,Phylogenetic analysis,40,SequenceMatrix,1.7.8,software,SequenceMatrix,Individual gene alignments were concatenated to create a combined matrix with SequenceMatrix 1.7.8
comm,6095929,30115980.0,10.1038/s41598-018-30705-1,2018,"Assembly of read data, phage annotation and comparison",7,SequenceMatrix,,software,SequenceMatrix,Amino acid sequence concatenation was performed using SequenceMatrix v1.8
comm,6207741,30375469.0,10.1038/s41598-018-34457-w,2018,Phylogenomic analyses,33,SequenceMatrix,,software,SequenceMatrix,"1.12, and concatenated with SequenceMatrix ver"
comm,6255766,30478342.0,10.1038/s41598-018-35822-5,2018,Genome sequence and Phylogenetic analysis,4,SequenceMatrix,,software,SequenceMatrix,The dataset of all PCGs was concatenated using SequenceMatrix v1.7.845
comm,6336932,30655597.0,10.1038/s41598-018-37889-6,2019,Phylogenetic analysis,26,Sequence Matrix1,Matrix1.7.8,not_curated,SequenceMatrix,The resulting alignments were concatenated by using Sequence Matrix1.7.8
comm,6635496,31311998.0,10.1038/s41598-019-46742-3,2019,Genetic analysis,28,Sequence-Matrix,,not_curated,SequenceMatrix,"Conservative regions selected by Gblock-0.91b were used for gene concatenation, which was performed by Sequence-Matrix-1.7.8 with default parameters"
comm,6805863,31641165.0,10.1038/s41598-019-51360-0,2019,"Amplification, sequencing and alignment",39,Sequence Matrix,,not_curated,SequenceMatrix,The concatenated dataset (nrITS + matK) was built with Sequence Matrix v100.0
comm,6805933,31641139.0,10.1038/s41598-019-51408-1,2019,"Sequence assembly, management and alignment",7,SequenceMatrix,,software,SequenceMatrix,Six gene alignments were concatenated using SequenceMatrix.
comm,6820731,31664164.0,10.1038/s41598-019-51765-x,2019,Dataset assembly,50,Sequence Matrix,,not_curated,SequenceMatrix,Individual gene datasets were concatenated using Sequence Matrix.
comm,6877775,31768013.0,10.1038/s41598-019-53941-5,2019,Phylogenetic analysis,38,Sequence Matrix,1.7.8,not_curated,SequenceMatrix,The Sequence Matrix 1.7.8 program was used to combine the individual genes into a combined matrix
comm,6971079,31959910.0,10.1038/s41598-020-57705-4,2020,"Data set preparation, model selection and phylogenetic analysis",10,SequenceMatrix,,software,SequenceMatrix,The dataset of all PCGs were concatenated using SequenceMatrix v1.7.845
comm,7148304,32277166.0,10.1038/s41598-020-63385-x,2020,Sequence analysis and genetic divergence and haplotyping,7,SequenceMatrix,,software,SequenceMatrix,Sequence data were combined using SequenceMatrix windows ver
comm,7283232,32518318.0,10.1038/s41598-020-66287-0,2020,Phylogenetic analysis,25,SequenceMatrix,,software,SequenceMatrix,SequenceMatrix v.1.7.8 was applied to concatenate the alignments for different gene sets
comm,7287133,32523128.0,10.1038/s41598-020-66007-8,2020,Phylogenetic reconstructions and species delimitations,46,SequenceMatrix,1.7.8,software,SequenceMatrix,The alignments were concatenated in SequenceMatrix 1.7.8
comm,7287138,32523061.0,10.1038/s41598-020-66219-y,2020,Phylogenetic analyses,30,SequenceMatrix,,software,SequenceMatrix,The trimmed alignments were concatenated in SequenceMatrix v1.0
comm,7331741,32616837.0,10.1038/s41598-020-67800-1,2020,Phylogenetic analysis,36,SequenceMatrix,,software,SequenceMatrix,Sequences were aligned using Clustal Omega and the NEXUS output files were concatenated using SequenceMatrix
comm,7338416,32632221.0,10.1038/s41598-020-66761-9,2020,Phylogenetic analyses,84,SequenceMatrix,,software,SequenceMatrix,"Data handling/formatting was facilitated using AliView v1.26, Mesquite v3.51, SequenceMatrix v1.8 and Geneious v11.1.3 (https://www.geneious.com)"
comm,7536210,33020532.0,10.1038/s41598-020-73461-x,2020,Phylogenetic analysis,36,SequenceMatrix,,software,SequenceMatrix,And then we concatenated these alignments to gene set using SequenceMatrix v1.7.8
comm,7693328,33244111.0,10.1038/s41598-020-77279-5,2020,Datasets used for downstream analyses,37,SequenceMatrix,,software,SequenceMatrix,"For Datasets 1a and 1b, sequences were aligned in ClustalW and concatenated in SequenceMatrix to produce one sequence for each representative species"
comm,7708463,33262442.0,10.1038/s41598-020-78082-y,2020,Phylogenetic analysis,25,SequenceMatrix,,software,SequenceMatrix,Thirteen PCGs were ordered and assembled using MAFFT and SequenceMatrix v
comm,7843977,33510299.0,10.1038/s41598-021-82040-7,2021,Phylogenetic analysis,32,SequenceMatrix,,software,SequenceMatrix,"Individual mitochondrial genes were first aligned using the MAFFT v7.037 software, after which we concatenated the aligned mitochondrial genes into a combined mitochondrial gene set using the SequenceMatrix v1.7.8 software"
comm,8009913,33785783.0,10.1038/s41598-021-86248-5,2021,Molecular identification of ascaridoid parasites,10,Sequence Matrix,,not_curated,SequenceMatrix,"The obtained sequences were analysed, edited, and assembled by Sequence Matrix v"
comm,8027217,33828125.0,10.1038/s41598-021-84910-6,2021,Phylogenetics,43,SequenceMatrix,,software,SequenceMatrix,"Then, the aligned sequences were trimmed to: 884 bp (18S rRNA), 713 bp (28S rRNA), 710 bp (ITS-1), and subsequently concatenated using SequenceMatrix (we concatenated sequences exclusively within specimens, i.e"
comm,8316311,34316013.0,10.1038/s41598-021-94893-z,2021,Sequence alignment and phylogenetic analyses,50,SequenceMatrix,,software,SequenceMatrix,Assembling of the combined datasets (LSU + RPB1 + TEF and SSU + ITS + LSU) were performed by SequenceMatrix v.1.7.8
comm,6833022,31547160.0,10.3390/toxins11100555,2019,4.8. Genomic Analysis of the Distribution of CUL and Trichothecene Biosynthetic Genes,41,SequenceMatrix,,software,SequenceMatrix,"Second, alignments of individual primary metabolism genes were concatenated using SequenceMatrix [59], and a tree was inferred from the resulting concatenated alignment by maximum likelihood analysis with ultrafast bootstrapping as implemented in IQ-Tree [55]"
comm,8406197,34399622.0,10.1128/mBio.01956-21,2021,Phylogenetic tree generation.,50,Sequence Matrix,,not_curated,SequenceMatrix,"Homolog sets were retrieved via locus tag indexing using BioPython (65), individually aligned using Muscle v3.8.31 (66), concatenated using Sequence Matrix v1.8 (67), and trimmed of nucleotide gaps using TrimAL v1.3 (68)"
comm,6023506,29848985.0,10.3390/jof4020065,2018,2.3. Sequence Alignment and Phylogenetic Analysis,4,SequenceMatrix,,software,SequenceMatrix,A concatenated alignment for the five gene regions was made from SequenceMatrix [29]
comm,8070449,33919689.0,10.3390/jof7040294,2021,2.4. Molecular Identification and Phylogenetic Analyses,13,Sequence Matrix,,not_curated,SequenceMatrix,"For all isolates, ITS, tef1, and tub2 sequences were trimmed to a common length and concatenated using the Sequence Matrix software [30]"
comm,8307253,34202282.0,10.3390/jof7070507,2021,2.3. Phylogenetic Analyses,8,Sequence Matrix,,not_curated,SequenceMatrix,The alignments were checked and edited manually with BioEdit Alignment Editor v.7.0.5.3 [39] and concatenated using Sequence Matrix software [40]
comm,8489844,34287117.0,10.1099/ijsem.0.004888,2021,Phylogenetic analyses,10,SequenceMatrix,,software,SequenceMatrix,All genes were concatenated using SequenceMatrix [26]
comm,6913905,31841604.0,10.1093/jisesa/iez122,2019,Sequence Annotation and Analysis,8,SequenceMatrix,,software,SequenceMatrix,Alignments of individual genes were concatenated in SequenceMatrix (Vaidya et al
comm,7799433,33428744.0,10.1093/jisesa/ieaa138,2021,Phylogenetic Analysis,7,SequenceMatrix,,software,SequenceMatrix,SequenceMatrix was used to concatenate the separated genes and partitions (Vaidya et al
comm,6447387,30789345.0,10.7554/eLife.42535,2019,Dataset assembly (taxon and gene selection),65,SequenceMatrix,,software,SequenceMatrix,"All this was done before concatenating the single-gene alignments into a supermatrix with SequenceMatrix v 1.8 (Vaidya et al., 2011)"
comm,5412357,28420076.0,10.3390/ijms18040773,2017,3.5. Phylogenetic Analysis,40,SequenceMatrix,,software,SequenceMatrix,Individual genes were concatenated using SequenceMatrix v1.7.8 [83]
comm,5713276,29099062.0,10.3390/ijms18112307,2017,4.4. Ancestral Non-Coding Sequences Reconstruction and Calculation of the Relative Rates of the Six Nucleotide Pair Mutations,23,SequenceMatrix,1.8,software,SequenceMatrix,"Gaps located at the 5′- and 3′-ends of alignments were excluded, and then concatenated using SequenceMatrix 1.8 [55]"
comm,6829451,31635252.0,10.3390/ijms20205167,2019,4.5. Phylogenetic Analysis,27,SequenceMatrix,,software,SequenceMatrix,Single mitochondrial genes were first aligned using MAFFT v7.037 [72] and then these alignments were concatenated using SequenceMatrix v1.7.8 [73]
comm,7866285,33572873.0,10.3390/ijms22031348,2021,2.4. Phylogenetic Analyses,10,SequenceMatrix,,software,SequenceMatrix,Individual gene alignments were concatenated into a dataset using SequenceMatrix v1.7 [29]: nucleotide sequences of the 13 PCGs
non_comm,7606094,33163349.0,10.1016/j.apsb.2020.01.012,2020,Species authentication analyses,10,SequenceMatrix,,software,,The combinations of DNA markers were concatenated in SequenceMatrix v1.7.8
non_comm,8048450,33624301.0,10.1002/ajb2.1616,2021,Phylogenetic analysis of fossils,9,SequenceMatrix,,software,,"All partitions were concatenated using SequenceMatrix (v1.8; Vaidya et al., 2011)"
non_comm,8489119,34616948.0,10.1093/cz/zoab009,2021,Molecular data,10,SequenceMatrix,,software,,Multiple alignments of different genes were concatenated in a single matrix using SequenceMatrix version 1.7.8 (Vaidya et al
non_comm,8455474,34313411.0,10.24272/j.issn.2095-8137.2020.365,2021,Molecular methods,17,SequenceMatrix,,software,,"Afterwards, we generated a concatenated matrix using SequenceMatrix v1.7.6 (Vaidya et al., 2011)"
non_comm,7252517,32478314.0,10.3114/fuse.2019.03.10,2019,"DNA extraction, PCR, and phylogenetic reconstruction",7,SequenceMatrix,,software,,"After checking that there were no supported conflicts between the datasets, alignments of each locus were concatenated into a single alignment file using SequenceMatrix (Vaidya ) and phylogenetic trees of concatenated alignments were generated following the above-mentioned protocols"
non_comm,6777426,31328784.0,10.1093/gbe/evz155,2019,Phylogenetic Analyses,6,SequenceMatrix,,software,,2009) and concatenated with SequenceMatrix (Vaidya et al
non_comm,6777426,31328784.0,10.1093/gbe/evz155,2019,Phylogenetic Analyses,6,SequenceMatrix,,software,,2009) and concatenated with SequenceMatrix (Vaidya et al
non_comm,7533067,33011798.0,10.1093/gbe/evaa149,2020,Multiple Sequence Alignment and Tree Inference from Chloroplast and Mitochondria Markers,13,SequenceMatrix,,software,,We also generated concatenated alignments for both the chloroplast and mitochondrial genes using SequenceMatrix (Vaidya et al
non_comm,3971597,24586030.0,10.1093/gbe/evu046,2014,Phylogenetic Analysis,14,SequenceMatrix,,software,,Filtered alignments were concatenated in SequenceMatrix version 1.7.8 (Vaidya et al
non_comm,4943178,27352945.0,10.1093/gbe/evw106,2016,Material and Methods,26,SequenceMatrix,,software,,We used SequenceMatrix (Vaidya et al
non_comm,6482417,30895302.0,10.1093/gbe/evz063,2019,Synteny and Phylogenetic Analysis,12,SequenceMatrix,,software,,A supermatrix was constructed using SequenceMatrix v1.7.8 (Vaidya et al
non_comm,4987110,27412609.0,10.1093/gbe/evw144,2016,Phylogenetic Analyses and Molecular Dating,13,SEQUENCEMATRIX,,not_curated,,"2002) with some manual adjustments, and subsequently combined into a single plastome matrix in SEQUENCEMATRIX (Vaidya et al"
non_comm,6526698,30918947.0,10.1093/gbe/evz067,2019,"Data Handling, Assembly, Scaffolding, and Analysis",15,Sequence Matrix,,not_curated,,Individual genes were then concatenated using Sequence Matrix (Vaidya et al
non_comm,6166771,30165616.0,10.1093/gbe/evy189,2018,Plastome Phylogenomic Analyses,11,Sequence Matrix,,not_curated,,2017) and alignments of all loci concatenated using Sequence Matrix (Vaidya et al
non_comm,6317584,30622882.0,10.5598/imafungus.2018.09.02.03,2018,DNA Extraction and PCR amplification,6,SequenceMatrix,,software,,"After making sure no supported incongruences were present for the different loci, alignments of cox1, cox2, and nrLSU sequences were concatenated using SequenceMatrix (Vaidya ) and phylogenetic trees were computed as outlined above"
non_comm,4807417,27019632.0,10.7150/ijbs.12148,2016,Phylogenetic analysis,12,SequenceMatrix,76,software,,Individually aligned genes were then concatenated using SequenceMatrix 76 for phylogenetic analyses.
non_comm,7164779,32302386.0,10.1093/jisesa/ieaa021,2020,Phylogenetic Analysis,6,SequenceMatrix,1.8,software,,"2017) with the default settings, and the resulting alignments were concatenated into two sets of sequences using SequenceMatrix 1.8 (Vaidya et al"
non_comm,8322432,34327530.0,10.1093/jisesa/ieab050,2021,Phylogenetic Analysis,8,SequenceMatrix,1.8,software,,"The 13 PCGs and two rRNAs were first aligned individually using MAFFT version 7.450 (Katoh and Standley 2013), then concatenated using SequenceMatrix 1.8 (Vaidya et al"
non_comm,7415360,32281262.0,10.1111/1751-7915.13568,2020,Phylogenetic analysis of F53,45,Sequence Matrix,,not_curated,,"The multi‐locus dataset was created using Sequence Matrix v1.8 for concatenation (Vaidya et al., 2011) and contained 1,473 characters (658 for ITS and 815 for LSU)."
non_comm,7748874,33366501.0,10.1080/23802359.2019.1699460,2019,,1,Sequence Matrix,,not_curated,,Alignment files were concatenated into a single matrix using Sequence Matrix software (Vaidya et al
non_comm,7872550,33659671.0,10.1080/23802359.2020.1866448,2021,Materials and methods,7,SequenceMatrix,,software,,The dataset of all PCGs was concatenated using SequenceMatrix version 1.7.84537 (Vaidya et al
non_comm,4245821,25228081.0,10.1093/molbev/msu262,2014,Phylogenetic Reconstruction,29,SequenceMatrix,,software,,Multiple alignments for all genes were obtained using MUSCLE (Edgar 2004) and afterwards trimmed with GBlocks (Castresana 2000) and concatenated with SequenceMatrix (Vaidya et al
non_comm,8361735,33966339.0,10.1111/mec.15951,2021,Phylogenetic analysis,8,SequenceMatrix,,software,,"Next, the four obtained alignments were concatenated in SequenceMatrix (Vaidya et al., 2011)"
non_comm,6319453,30637150.0,10.1080/12298093.2018.1547485,2018,Molecular phylogenetic analysis,4,SequenceMatrix,,software,,"After ensuring no strongly supported conflicting topologies among the trees inferred from individual loci, the alignments were concatenated using SequenceMatrix [16]"
non_comm,7476525,32952413.0,10.1080/12298093.2020.1788259,2020,Molecular phylogenetic analysis,7,SequenceMatrix,1.7.8,software,,SequenceMatrix 1.7.8 [31] was used for concatenating individual gene sequences and for checking unusually similar or divergent sequences
non_comm,6344813,30728600.0,10.3767/persoonia.2018.41.05,2018,Molecular study,6,SequenceMatrix,,software,,2013) and SequenceMatrix (Vaidya et al
non_comm,6712544,31551619.0,10.3767/persoonia.2019.42.08,2019,"DNA isolation, amplification, sequence alignment and phylogenetic analysis",12,Sequence Matrix,,not_curated,,The multi-locus datasets were combined using Sequence Matrix v
non_comm,4713102,26823631.0,10.3767/003158515X687704,2015,Molecular analyses,16,SequenceMatrix,,software,,Concatenation of alignments was done in SequenceMatrix (Vaidya et al
non_comm,5479652,28691084.0,10.1126/sciadv.1602929,2017,Data analyses,23,Sequence Matrix,1.7.7,not_curated,,"Next, we put together alignments of all genes in the same alignment, using the software Sequence Matrix 1.7.7 () to concatenate the supermatrix previously produced."
non_comm,6810231,31681840.0,10.1126/sciadv.aaw6670,2019,Tree inference,32,SequenceMatrix,,software,,"Using SequenceMatrix v1.7.8 (), we concatenated the aligned sequences into a supermatrix"
